"'1','2013-07-01','Paid Notice: Deaths  MANDELL, EMILY'"
"'2','2013-07-01','Kentucky Secretary of State Will Challenge McConnell in Senate Race'"
"'3','2013-07-01','New Approach to Depression '"
"'4','2013-07-01','Re-Election Is Likely for McConnell, but Not Guaranteed'"
"'5','2013-07-01','Tearful Robson Regrets Missed Opportunity'"
"'5','2013-07-01','A New Monday for the Met, Now Open Seven Days a Week'"
"'6','2013-07-01','An Oarsman Is a Verb Meaning 'to Row''"
"'6','2013-07-01','Determining Corzine's Role in the Demise of MF Global'"
"'6','2013-07-01','Full Employment: The Big Missing Piece'"
"'6','2013-07-01','N.H.T.S.A. Investigates 2007-8 Honda Odysseys for Spontaneous Braking Issue'"
"'7','2013-07-01','Europe Accuses 13 Banks of Blocking Entrants to Default Swaps Market'"
"'8','2013-07-01','Intuit to Sell Financial Services Unit to Thoma Bravo for $1 Billion'"
"'9','2013-07-01','This Week in Small Business: Half-Time Report'"
"'9','2013-07-01','Forget Tofu Hot Dogs: Pizza on the Grill'"
"'9','2013-07-01','U.S. Companies Investing in Myanmar Must Show Steps to Respect Human Rights'"
"'9','2013-07-01','Protests Squelched, Gay Rights March Brings Many in Turkey Back to the Streets'"
"'9','2013-07-01','Rights and the Military'"
"'9','2013-07-01','Judge Says Police and U.S. Agents Misled Court in Manhattan Gun Possession Case'"
"'9','2013-07-01','Swan Song for Cicadas, but Many Missed the Show'"
"'9','2013-07-01','News From the Advertising Industry'"
"'9','2013-07-01','In a Swiss Limbo, Sadly Bracing for Expulsion'"
"'9','2013-07-01','In a Swiss Limbo, Sadly Bracing for Expulsion'"
"'9','2013-07-01','Trumpeting a Michelangelo (Cue the Trills of Dissent)'"
"'9','2013-07-01','Chinese Police Blame Religious Extremists for Violence in Region'"
"'9','2013-07-02','Motorola Ad Seems to Catch the 'Made in U.S.A.' Bug From Apple'"
"'9','2013-07-02','Cengage Learning Files for Bankruptcy'"
"'10','2013-07-02','Apple's Trademark of 'iWatch' Fuels Speculation '"
"'10','2013-07-02','Apple's Trademark of 'iWatch' Fuels Speculation '"
"'10','2013-07-02','Tuesday Reading: A New Approach to Treating Depression'"
"'11','2013-07-02','The Half-Trillion-Dollar Depression'"
"'11','2013-07-02','Dog and Owner, Yin and Yang'"
"'12','2013-07-02','Emilio Colombo, Former Italian Premier, Dies at 93'"
"'12','2013-07-02','Emilio Colombo, Former Italian Premier, Dies at 93'"
"'12','2013-07-02','Former KPMG Partner Pleads Guilty in Insider Trading Case'"
"'12','2013-07-02','For Candidates on Dog Days, Sunscreen and an Extra Shirt (or 3)'"
"'12','2013-07-02','On Hot Dogs and Health'"
"'12','2013-07-02','Justice for Big Business'"
"'12','2013-07-02','Extreme-Weather Workouts Have Pitfalls for Travelers'"
"'12','2013-07-02','Critics Question Karzai Choices for Human Rights Panel'"
"'12','2013-07-02','F.D.A. Prefers Smaller Dosage of Merck Sleep Drug'"
"'12','2013-07-02','Red Bulls Rewind: On to the Dog Days'"
"'12','2013-07-02','Opening Doors by Day, Painting on Canvases by Night'"
"'12','2013-07-02','Japan Business Sentiment Hits Highest Point in Two Years'"
"'12','2013-07-03','Berdych-Djokovic Analysis: It's All About Momentum'"
"'13','2013-07-03','Astrotower's Swaying Above Raises Doubts on Holiday Business Below'"
"'14','2013-07-03','Wimbledon Women's Semifinals Preview'"
"'15','2013-07-03','Chesapeake Discovers the Price of a Costly Quest for Oil'"
"'16','2013-07-03','The Making Of | Amar'e Stoudemire's Custom Lanvin Wedding Suit '"
"'16','2013-07-03','Report Says Airport X-Ray Scanners Pose Little Risk'"
"'17','2013-07-03','Is Paid Sick Leave as Damaging as Some Businesses Fear?'"
"'18','2013-07-03','Fashion Label Nicole Farhi Is in Bankruptcy'"
"'19','2013-07-03','United Arab Emirates: Suspects in Coup Plot Given Prison Terms'"
"'20','2013-07-03','Foyt to Miss Race After Hip Surgery'"
"'20','2013-07-03','Reminiscent of His Idol, a Second No-Hitter'"
"'20','2013-07-03','Clock Starts for Rodriguez, a New RiverDog'"
"'20','2013-07-03','Missouri: Judge Reinstates Mayor'"
"'20','2013-07-03','F.C.C. Is Told Verizon Underpaid Data Refunds'"
"'20','2013-07-03','When the Bill of Rights Had 12 Amendments'"
"'20','2013-07-03','Data Mining, Without Big Brother'"
"'20','2013-07-03','Audit of City Crime Statistics Finds Mistakes by Police'"
"'20','2013-07-03','Texas Governor Fuels Speculation About His Next Move'"
"'20','2013-07-03','Tchaikovsky, Fairy Godmothers and a Prince? Happy Birthday, Aurora'"
"'20','2013-07-03','Regulator in France Raids Office of Apple'"
"'20','2013-07-03','A Team That Was a Laughingstock Gets Serious in the Tour'"
"'20','2013-07-03','Cuomo Creates Special Commission to Investigate Corrupt Elected Officials '"
"'20','2013-07-03','Donors Are Likely to Ask Karzai to Rethink Rights Panel Choices'"
"'20','2013-07-03','Rising From Adversity and Making It Into an Unlikely Semifinals Field'"
"'20','2013-07-04','Statue of Liberty: Back in Business'"
"'21','2013-07-04','A Look at the Men's Semifinals'"
"'21','2013-07-04','The Farbissen Faction'"
"'22','2013-07-04','Former Trader Returns to Court on Libor Fraud Charges'"
"'23','2013-07-04','Traffic Agents Endorse Thompson, and Vice Versa'"
"'23','2013-07-04','New Leader May Only Be Figurehead, Experts Say'"
"'23','2013-07-04','Health Law Delay Puts Exchanges in Spotlight'"
"'23','2013-07-04','Illinois: Panel Says It Will Miss Pension Plan Deadline'"
"'23','2013-07-04','Postponing Health Rules Emboldens Republicans'"
"'23','2013-07-04','Markets Wait for a Twitch Either Way in Jobs Data'"
"'23','2013-07-04','F.D.A. Rule Could Open Generic Drug Makers to Suits'"
"'23','2013-07-04','3 Long Terms of Hot Dogs, Groundhogs and Corny Puns for Bloomberg'"
"'23','2013-07-04','Sleep Studio Opens in SoHo'"
"'23','2013-07-04','China Says Foreign Makers of Baby Formula May Be Fixing Prices'"
"'23','2013-07-04','Broadway Success Has a Price: $2,500'"
"'23','2013-07-04','Fourth of July Week Shopping Events and Openings'"
"'23','2013-07-04','Swiss Offer Plan to Solve Dispute Over Data on U.S. Tax Evaders'"
"'23','2013-07-04','In Open Letter, Top Morsi Aide Says Coup Is Under Way'"
"'23','2013-07-04','Beautycounter Promotes Its Environmentally Themed Products'"
"'23','2013-07-04','Russian Mayor, an Opposition Figure, Is Arrested'"
"'23','2013-07-04','After Failed Attempt in April, Europe Approves Emissions Trading System'"
"'23','2013-07-04','After Failed Attempt in April, Europe Approves Emissions Trading System'"
"'23','2013-07-04','Beauty Products Welcome Booze to the Ingredient List'"
"'23','2013-07-04','European Markets Slump on Political Crises'"
"'23','2013-07-05','Intro to Chemistry'"
"'24','2013-07-05','Implications for Monetary Policy'"
"'24','2013-07-05','90 Degrees + A.C. + Open Doors = Hamptons Energy Policy?'"
"'25','2013-07-05','The Price of Amazon'"
"'26','2013-07-05','Generic Pain Relievers Work. So Why Do I Buy Name Brands for My Children?'"
"'26','2013-07-05','Off the Charts: Dividends Return'"
"'26','2013-07-05','Basel Report Finds Diverging Bank Views on Risk'"
"'26','2013-07-05','Britain: New Inquiry Over Missing Girl'"
"'26','2013-07-05','Greece: Parliamentary Group Advises Criminal Charges for Ex-Finance Chief'"
"'26','2013-07-05','To Fight Religious Monuments, Atheists Plan Their Own Symbols'"
"'26','2013-07-05','Storytelling Figures'"
"'27','2013-07-05','TKTS Booth to Reopen at South Street Seaport'"
"'27','2013-07-05','2 Infant Formula Makers to Cut Prices After China Starts an Investigation'"
"'27','2013-07-05','A Shaky Camera and a Missing Fetus'"
"'27','2013-07-05','In Ireland, Dire Echoes of a Bailout Gone Awry'"
"'27','2013-07-05','I.M.F. and Pakistan Agree to a $5.3 Billion Bailout'"
"'27','2013-07-05','Global Markets Rise on Central Bank Comments'"
"'27','2013-07-05','On Tape, Murdoch Criticizes Hacking Inquiry, Broadcaster Says'"
"'27','2013-07-06','Paid Notice: Memorials  LISS, ELLIOTT R'"
"'28','2013-07-06','Highlights and Analysis: Bartoli Wins Women's Wimbledon Final'"
"'29','2013-07-06','Mickelson Misses Cut at Greenbrier; Every Has One-Shot Lead'"
"'29','2013-07-06','Missouri: Governor Vetoes Gun Bill'"
"'30','2013-07-06','Flurry of Moves Opens N.H.L. Free Agency'"
"'30','2013-07-06','Bodies of 2 Jet Ski Riders Are Found at a Marina'"
"'31','2013-07-06','Titanium Fills Vital Role for Boeing and Russia'"
"'31','2013-07-06','Sabotage at the Election Commission'"
"'31','2013-07-06','Missile Defense Interceptor Misses Target in Test'"
"'31','2013-07-06','6 Smartphones to Rival Apple in China'"
"'32','2013-07-06','Pictures From the Week in Business'"
"'33','2013-07-06','European Open Bridge Championship Winners Reveal Best Deal'"
"'33','2013-07-06','Djokovic Outlasts Del Potro in Epic Wimbledon Semifinal'"
"'33','2013-07-06','Dividend Payments Are Making a Modest Comeback'"
"'33','2013-07-06','Stocks Close Higher in Wake of Jobs Report'"
"'33','2013-07-06','Stocks Close Higher in Wake of Jobs Report'"
"'33','2013-07-06','Stocks Close Higher in Wake of Jobs Report'"
"'33','2013-07-06','U.N. Rights Official Questions Detention of Islamist Leaders in Egypt'"
"'33','2013-07-07','Paid Notice: Deaths  KISSICK, DR'"
"'34','2013-07-07','Seemingly Mad'"
"'35','2013-07-07','Live Analysis: Wimbledon Men's Final'"
"'36','2013-07-07','Lorraine Krall, Lewis McCrary'"
"'36','2013-07-07','Emily Welsch, Eamon Shumow'"
"'36','2013-07-07','France and Uruguay Reach Semifinals of Under-20 World Cup'"
"'37','2013-07-07','A Sports Agent With Hollywood in His Blood'"
"'37','2013-07-07','McDowell Shares Lead in French Open'"
"'37','2013-07-07','Bryans Capture Missing Piece at Wimbledon'"
"'37','2013-07-07','Mutual Funds That Made Sense of a Confusing Market'"
"'37','2013-07-07','In Brazil, a Reminder of Emerging-Market Risks'"
"'37','2013-07-07','In Brazil, a Reminder of Emerging-Market Risks'"
"'37','2013-07-07','When Weak Balance Sheets Outperform the Strong'"
"'37','2013-07-07','Ken Lombard, on Staying a Student of Business'"
"'37','2013-07-07','Weighing Changes to the Business Side After Doping Scandals'"
