"Date","Direction","Headline"
"2009-10-01","0"," At Philadelphia Bankruptcy Hearing, Judge Questions Management Case"
"2009-10-01","0"," Crestline Buys Canadian Fund of Funds Business"
"2009-10-01","0"," McCann Settles Lawsuit Against Bank of America"
"2009-10-01","0"," Public Support for Abortion Rights Has Declined, According to Pew Survey"
"2009-10-01","0"," Among Doctors, an Epidemic of Distress"
"2009-10-01","0"," London Exchange in Talks to Buy Turquoise"
"2009-10-01","0"," Pentagon Opens New Inquiry on Wanat Battle"
"2009-10-01","0"," W Hotel Opens in Barcelona"
"2009-10-01","0"," Valentino Owners Say Company Will Survive Recession"
"2009-10-01","0"," Answers About Exploring New York With Your Dog, Part 2"
"2009-10-01","0"," 'Going to Copenhagen'"
"2009-10-01","0"," Is the Term 'Small Business' Demeaning?"
"2009-10-01","0"," Swiss Regulator Calls for Tighter Banking Rules"
"2009-10-01","0"," A New Kind of Business School Opens in Moscow"
"2009-10-01","0"," Incentives and Costs of the Swiss Government Model"
"2009-10-01","0"," Dispute May Prevent Viewers From Watching N.H.L. Openers on DirecTV"
"2009-10-01","0"," Wonderful Copenhagen"
"2009-10-01","0"," Chamberlain Fails Playoff Audition"
"2009-10-01","0"," State Issues Rules on Upstate Natural Gas Drilling Near City’s Water"
"2009-10-01","0"," At 60 M.P.H., Office Work Is High Risk"
"2009-10-01","0"," A.D. Resigns in the Wake of Dismissals at Binghamton"
"2009-10-01","0"," CIT Group to Offer Huge Debt Exchange"
"2009-10-01","0"," Swiss Health Care Thrives Without Public Option"
"2009-10-01","0"," In Copenhagen, Michelle Obama Gets Busy"
"2009-10-01","0"," Bankruptcy Judge Leaves Room for N.H.L.’s Offer"
"2009-10-01","0"," Nike Quits Board of U.S. Chamber"
"2009-10-01","0"," Businessmen in Honduras Offer Plan to End Crisis"
"2009-10-01","0"," Exploring the Man Behind the Animation"
"2009-10-01","0"," Rubik’s Cube Returns With a Touch Screen and a Higher Price Tag"
"2009-10-01","0"," Solar Panel Tariff May Further Strain U.S.-China Trade"
"2009-10-01","0"," E.P.A. Moves to Curtail Greenhouse Gas Emissions"
"2009-10-01","0"," American Express to End Monthly Fees on Gift Cards"
"2009-10-01","0"," After 39 Years, Soldiers Honored for Vietnam Rescue Mission"
"2009-10-01","0"," Chevron Names Successor as Its Chief Steps Down"
"2009-10-01","0"," Nike Quits Board Of U.S. Chamber"
"2009-10-01","0"," Paid Notice: Deaths  SCHNEEWEISS, SAMUEL"
"2009-10-01","0"," Paid Notice: Deaths  SCHNEEWEISS, SAM"
"2009-10-01","0"," Elder of Burmese Opposition Grapples With Election Dissonance"
"2009-10-02","0"," City Critic | Open Up, New York!"
"2009-10-02","0"," Senate Finance Committee Posts Amended Health Care Bill"
"2009-10-02","0"," Dog From 9/11 Search-and-Rescue Unit Dies"
"2009-10-02","0"," Recession? What Recession?"
"2009-10-02","0"," Bloomberg Opens Wallet Even More to Stay in Office"
"2009-10-02","0"," Weekly Matchups: Business Time"
"2009-10-02","0"," The 'Twitter Feed, Netflix Faves' Mating Game"
"2009-10-02","0"," Answers About Exploring New York With Your Dog, Part 3"
"2009-10-02","0"," Flexible Work in a Recession"
"2009-10-02","0"," Flexible Work in a Recession"
"2009-10-02","0"," Finding the Real Issues in the ACS Deal"
"2009-10-02","0"," Taking the Bait: Eisenhower, Clausewitz, Staubach and Business Plans"
"2009-10-02","0"," Who Will Regulate U.S. Carbon Markets?"
"2009-10-02","0"," The Gamble for Obama in a Copenhagen Return"
"2009-10-02","0"," BofA's Latest Bailout Bill: $713 Million"
"2009-10-02","0"," When Illness Brings You Closer to Animals"
"2009-10-02","0"," Now Online | T's Fall Design Issue"
