"Date","Direction","Headline"
"2012-01-01","0"," America's Enemies On The Rise"
"2012-01-01","0"," America's Enemies On The Rise"
"2012-01-01","0"," Stoudemire Sits, but a Rookie and a Veteran Stand Tall"
"2012-01-01","0"," Intervening After Robbery, an Off-Duty A.T.F. Agent Is Killed"
"2012-01-01","0"," Florida Starting Tackle Will Miss Gator Bowl"
"2012-01-01","0"," A Year Full of Missteps Is Finally Over"
"2012-01-01","0"," The Recession Squeeze On Buses and Trains"
"2012-01-01","0"," How Dividends Could Save the Day"
"2012-01-01","0"," Your Recycled Resolutions Are a Boon for Business"
"2012-01-01","0"," Letters: Lessons From the Shackleton Mission"
"2012-01-01","0"," NASA Mission Will Look Beyond the Surface of the Moon"
"2012-01-01","0"," And the Nominees Should Be..."
"2012-01-01","0"," Don’t-Miss Movies You Probably Missed"
"2012-01-01","0"," Booming Sales for the Brands Moguls Desire"
"2012-01-01","0"," Dumbo on His Mind"
"2012-01-01","0"," The Perfect Hair of the Dog"
"2012-01-01","0"," Recipes for the Semi-Vegan"
"2012-01-01","0"," Missteps Of 2011"
"2012-01-01","0"," KISSING 2011 GOODBYE"
"2012-01-02","0"," Super Bowl Advertising Sells Out"
"2012-01-02","0"," Super Bowl Advertising Sells Out"
"2012-01-02","0"," Lang Lang to Play at Sonoma State Opening"
"2012-01-02","0"," Lang Lang to Play at Sonoma State Opening"
"2012-01-02","0"," Live Analysis: Rangers Win Winter Classic"
"2012-01-02","0"," Live Analysis: Rangers Win Winter Classic"
"2012-01-02","0"," Google Hones Its Advertising Message, Playing to Emotions"
"2012-01-02","0"," Google Hones Its Advertising Message, Playing to Emotions"
"2012-01-02","0"," Link by Link: An Ad Blocker Opens the Gate, Ever So Slightly"
"2012-01-02","0"," Link by Link: An Ad Blocker Opens the Gate, Ever So Slightly"
"2012-01-02","0"," This Week in Small Business: The Latino Opportunity"
"2012-01-02","0"," This Week in Small Business: The Latino Opportunity"
"2012-01-02","0"," Police Inquiry Prompts New Speculation on Who Leaked Climate-Change E-Mails"
"2012-01-02","0"," Chicago Losing a Chef Who Refined Its Stockyards Palate"
"2012-01-02","0"," At Open House, Visitors Bear Praise for Governor"
"2012-01-02","0"," In Times Sq., Gross Reminders of Overindulgence"
"2012-01-02","0"," An Ad Blocker Opens the Gate, Ever So Slightly"
"2012-01-02","0"," The Danger of an Attack on Piracy Online"
"2012-01-02","0"," Overdosing on Extremism"
"2012-01-02","0"," PBS Takes On the Premium Channels"
"2012-01-02","0"," As U.S. Agent Is Mourned, Officials Try to Figure Out Who Shot Him"
"2012-01-02","0"," Missing Chinese Lawyer Said to Be in Remote Prison"
"2012-01-02","0"," Paid Notice: Deaths  NATISS, SUZANNE E."
"2012-01-03","1"," Big Bus Operator Files for Bankruptcy"
"2012-01-03","1"," Big Bus Operator Files for Bankruptcy"
"2012-01-03","1"," Hedge Funds End 2011 on a Very Bad Note"
"2012-01-03","1"," Hedge Funds End 2011 on a Very Bad Note"
"2012-01-03","1"," The Outer Limits of Insider Trading"
"2012-01-03","1"," The Outer Limits of Insider Trading"
"2012-01-03","1"," Why We're Trying Another Infomercial"
"2012-01-03","1"," Why We're Trying Another Infomercial"
"2012-01-03","1"," Top Hip-Hop Agent Joins C.A.A."
"2012-01-03","1"," Top Hip-Hop Agent Joins C.A.A."
"2012-01-03","1"," 3M to Acquire a Unit of Avery Dennison "
"2012-01-03","1"," 3M to Acquire a Unit of Avery Dennison"
"2012-01-03","1"," The Financial Lesson in Too Many Skis"
"2012-01-03","1"," The Financial Lesson in Too Many Skis"
"2012-01-03","1"," Children’s Book Envoy Defines His Mission"
"2012-01-03","1"," 9/11 Relatives Who Suspect Hacking Await Answers"
"2012-01-03","1"," Anthony Scores 35, but Knicks Miss Stoudemire in Loss"
"2012-01-03","1"," China Set to Punish Another Human Rights Activist"
"2012-01-03","1"," Keeping the Muse in Business"
"2012-01-03","1"," For Jets, Anger and Issues Linger"
"2012-01-03","1"," Chief of Arab League’s Mission in Syria Is Lightning Rod for Criticism"
"2012-01-03","1"," Caterpillar Locks Out Workers in Canada"
"2012-01-03","1"," Europeans Planning for Less Unanimity"
"2012-01-03","1"," World Markets Turn Higher"
"2012-01-03","1"," For Congo Children, Food Today Means None Tomorrow"
"2012-01-03","1"," Gaza Premier in Turkey, in First Official Trip Abroad"
"2012-01-03","1"," To Promote Brisk Tea, Pepsi Enlists Yoda"
"2012-01-03","1"," Patterns: Trace Elements and Pancreatic Cancer Risk"
"2012-01-03","1"," Risks: Resting Heart Rate as Simple Biomarker"
