"Date","Direction","Headline"
"2008-01-01","0"," Huckabee and the Intelligence Report on Iran"
"2008-01-01","0"," Off Balance Sheet Woes"
"2008-01-01","0"," McCain on Experience"
"2008-01-01","0"," Migration, Interrupted: Nature’s Rhythms at Risk"
"2008-01-01","0"," South Korea: Airline Buys Boeing Jets"
"2008-01-01","0"," U.S. Juniors Gain Semifinals"
"2008-01-01","0"," North Korea: Nuclear Deadline Missed"
"2008-01-01","0"," Boy’s Brother, 16, Believes Bullet Was Meant for Him"
"2008-01-01","0"," Outdoor Game a Reminder of Roots, but Also a Peek at the Sport’s Future"
"2008-01-01","0"," Stocks Slip, Ending Year of Turmoil"
"2008-01-01","0"," Open Season on Coaches: Ravens Are First to Fire"
"2008-01-01","0"," Colorado Highway Closing Strands 2,000 Travelers"
"2008-01-01","0"," U.S. Clears Sale of a Stake in Nasdaq"
"2008-01-01","0"," Sales of Existing Homes Rise, but Prices Keep Falling"
"2008-01-01","0"," Travelers to Pay $6 Million, Ending Inquiry on Brokers’ Fees"
"2008-01-01","0"," Stock Exchanges Are in Talks to Buy Stake in Taiwan Board"
"2008-01-01","0"," Elder Issues"
"2008-01-01","0"," Killing Dogs in Training of Doctors Is to End"
"2008-01-01","0"," The One Environmental Issue"
"2008-01-01","0"," Bhutto Spouse, Divisive Figure, Asserts Himself"
"2008-01-01","0"," Michigan Will Miss Carr When He’s Gone"
"2008-01-01","0"," TODAY IN BUSINESS"
"2008-01-02","0"," Cabs’ Flower Power Heads to the Big Easy From the Big Apple"
"2008-01-02","0"," Bad Start, Recession Near?"
"2008-01-02","0"," The McCain-Lieberman Duet"
"2008-01-02","0"," Looking To Next Fight, Romney Hits McCain"
"2008-01-02","0"," Mining the Collective Intelligence of NYTimes.com Users"
"2008-01-02","0"," French Kiss | Welcome, Marion Cotillard"
"2008-01-02","0"," Analyst Dampens Time Warner Deal Speculation"
"2008-01-02","0"," Hedge Funds Said to Beat Market in Tough Year"
"2008-01-02","0"," Hedge Fund Raises Stake in Northern Rock"
"2008-01-02","0"," Warren Buffett Opens His Wallet"
"2008-01-02","0"," Fortissimo Snaps Up Magic Software Unit"
"2008-01-02","0"," SpiralFrog Downloads $2 Million"
"2008-01-02","0"," MF Global Fined Over Hedge Fund Losses"
"2008-01-02","0"," Vietnamese Brewer to Tap Public Markets"
"2008-01-02","0"," Stocks Drop on Manufacturing Report"
"2008-01-02","0"," Taiwan: Another Nationalist Reminder Gone"
"2008-01-02","0"," Missouri Wins With Ease, but Says It Deserved Better"
"2008-01-02","0"," Knicks’ Starting Lineup Remains in Limbo"
"2008-01-02","0"," A McCain Commercial Turns Romney’s Words Against Him"
"2008-01-02","0"," Leonard B. Meyer, Scholar of Music’s Meaning, Is Dead at 89"
"2008-01-02","0"," St. Paul Stops a Waterfront Developer From Crossing the Mississippi"
"2008-01-02","0"," An Intellectual Insider, Forever on the Outside"
"2008-01-02","0"," Swiss Army, Here’s Your Knife"
"2008-01-02","0"," Paid Notice: Memorials   WEINSTOCK, DAVID"
"2008-01-02","0"," TODAY IN BUSINESS"
"2008-01-03","1"," Quote: What Price a Grandchild's Affection?"
"2008-01-03","1"," WJC Semifinals: 4 for the Gold"
"2008-01-03","1"," Ex-Goldman Associate Is Sentenced in Insider Trading Case"
"2008-01-03","1"," Tibetan Arms and Armor at the Met"
"2008-01-03","1"," Overstock, Redux"
"2008-01-03","1"," Open Caucus: Eyes on the Races"
"2008-01-03","1"," Call the Cops - I Mean, the Bobbies"
"2008-01-03","1"," Marsh to Reorganize Amid Deal Speculation"
"2008-01-03","1"," Goldman Sachs, the Unstoppable Deal Machine"
"2008-01-03","1"," Gone So Long We Forgot to Miss You"
"2008-01-03","1"," The Primary Issue"
"2008-01-03","1"," John McCain’s Caucus Speech"
"2008-01-03","1"," A Lucky Strike for Netflix?"
"2008-01-03","1"," What's Been Missing? Late Night!"
"2008-01-03","1"," Syracuse Opens Big East Play With a Victory "
"2008-01-03","1"," World Business Briefing: Europe: Germany: U.S. Metals Company Is Bought"
"2008-01-03","1"," World Business Briefing: Americas: Brazil: Airline Buys More Boeing Jets"
"2008-01-03","1"," World Business Briefing: Middle East: Israel: I.B.M. Acquires Data Storage Company"
"2008-01-03","1"," World Business Briefing: Europe: Finland: Nokia Siemens Makes Acquisition"
"2008-01-03","1"," China: Sniffer Dogs for Beijing Subways"
"2008-01-03","1"," Mississippi: Fight Over Election Date"
"2008-01-03","1"," Closing With a Rout, Georgia Hopes to Open Next Season as No. 1"
"2008-01-03","1"," Volatility of the Markets Carries On in 2008"
"2008-01-03","1"," Practicing the Subtle Sell of Placing Products on Webisodes"
"2008-01-03","1"," Domestic Issues Now Outweigh Iraq"
"2008-01-03","1"," Apartment Prices in Manhattan Defy National Real Estate Slide"
"2008-01-03","1"," Hartford: Contractor Sentenced in Bankruptcy Fraud"
"2008-01-03","1"," Netflix Partners With LG to Bring Movies Straight to TV "
"2008-01-03","1"," Ruling Gives Rights Groups Protections of Press"
"2008-01-03","1"," With Builder in Bankruptcy, Buyers Are Left Out"
"2008-01-03","1"," Heart Procedure for Paul McCartney"
"2008-01-03","1"," On Gadget Overload and Feeling Powerless"
"2008-01-03","1"," Cancer Diagnosis Upends Family’s Finances and Relationships"
"2008-01-03","1"," 4 Cameras Middling Only in Price"
"2008-01-03","1"," How to Handle a Frosty iPod"
"2008-01-03","1"," TODAY IN BUSINESS"
"2008-01-04","0"," Making a McCain Town Hall Meeting"
"2008-01-04","0"," Probabilities in finance"
"2008-01-04","0"," At the Iowa Caucuses: Battle of the Brands in a High School Library"
"2008-01-04","0"," Open Caucus: Post-Iowa Post-Mortem"
"2008-01-04","0"," The Boeing-Airbus Dog Fight"
"2008-01-04","0"," McCain Swings Back at Romney"
"2008-01-04","0"," Howard Dean, You Are Missed"
"2008-01-04","0"," College Admissions: A Little Guidance"
"2008-01-04","0"," Romney Pivots, Aims at McCain Again"
"2008-01-04","0"," An Apple TV With a Blu-ray Player?"
"2008-01-04","0"," Should Microsoft Put Plaxo in Its Address Book?"
"2008-01-04","0"," Minimalism"
"2008-01-04","0"," John McCain"
"2008-01-04","0"," Steroids Spotlight for a Veteran Bulldog"
"2008-01-04","0"," Life, Love and the Pleasures of Literature in Barsetshire"
"2008-01-04","0"," Another Record Year for Orders at Boeing"
"2008-01-04","0"," United Arab Emirates: Link to U.S. Dollar Kept"
"2008-01-04","0"," Intel Leaves Group Backing Education PCs"
"2008-01-04","0"," Islanders Lose, and DiPietro’s Leg Pads Become Issue"
"2008-01-04","0"," Manhattan: Nominee for City Clerk"
"2008-01-04","0"," Brooklyn Infant Is Killed by Family’s Dog"
"2008-01-04","0"," Conoco Expects Production Rose in Quarter"
"2008-01-04","0"," Few Viewers for Infancy of Fox Business"
"2008-01-04","0"," Merck Makes Deal to Develop Schizophrenia Drug"
"2008-01-04","0"," Moving On to New Ground and Issues"
"2008-01-04","0"," PATH Riders May Get Slight Break on Fare Rise"
"2008-01-04","0"," Stocks & Bonds: Wall Street Hesitant Before Jobs Report"
"2008-01-04","0"," Musharraf Says Bhutto Took Excessive Risks"
"2008-01-04","0"," Eager South Koreans Tour a Semi-Open City in the North"
"2008-01-04","0"," Gone So Long We Forgot to Miss You"
"2008-01-04","0"," Open Your Door and You’re on the Lift"
"2008-01-04","0"," Weak Job Growth Numbers Prompt Stock Selloff"
"2008-01-04","0"," TODAY IN BUSINESS"
"2008-01-05","0"," Etheridge Misses Kucinich"
"2008-01-05","0"," McCain on Tour in New Hampshire"
"2008-01-05","0"," Hunting a Tribe of Minimalists on the Streets of the Upper East Side"
"2008-01-05","0"," Antimissile Tests Set for 3 Airliners"
"2008-01-05","0"," McCain May Benefit From Huckabee’s Jolt to G.O.P."
"2008-01-05","0"," Intel Quits Effort to Get Computers to Children"
"2008-01-05","0"," Recruiting Intensifies for Can’t-Miss Prospect"
"2008-01-05","0"," Music Business Dealings"
"2008-01-05","0"," TODAY IN BUSINESS"
"2008-01-06","0"," 'Vast, Left-Wing Conspiracy'"
"2008-01-06","0"," Romney Steps Up Attack on McCain"
"2008-01-06","0"," Kidd Doesn’t Miss Step as Nets Win Fifth in Row"
"2008-01-06","0"," Afghan Clerics Warn Karzai Against Missionaries"
"2008-01-06","0"," Chopra Makes Grand Entrances, On and Off Course"
"2008-01-06","0"," An Army Veteran Is on a Mission to Beijing"
"2008-01-06","0"," Swiss Giant Slalom Course Is Trouble for Top Americans"
"2008-01-06","0"," Plans to Reopen Landfill Incite Rioting in Naples"
"2008-01-06","0"," 1977 Exam Opened Escape Route Into China’s Elite"
"2008-01-06","0"," McCain Mixes It Up on a Town-Hall Tour of New Hampshire"
"2008-01-06","0"," From Across the Ocean and Across the Street, All Weigh In on the Meaning of Iowa"
"2008-01-06","0"," Vans and Skechers, Squaring Off in Court"
"2008-01-06","0"," Emily Ryan, Michael Escott"
"2008-01-06","0"," Online System Will Let Riders Report Lost Items"
"2008-01-06","0"," Mission of Mercy, Ocean of Guilt"
"2008-01-06","0"," New and Improved Stations Top List of Rail Projects to Benefit Riders"
"2008-01-06","0"," Lincoln’s Cottage to Open to Public"
"2008-01-06","0"," And the Nominees Should Be ..."
"2008-01-06","0"," Business Best Sellers"
"2008-01-07","1"," How Riders Responded to M.T.A.’s ‘Say Something’ Ads"
"2008-01-07","1"," Missed Connections, Lost Dogs and More"
"2008-01-07","1"," Clinton's Civil Rights Lesson"
"2008-01-07","1"," On the Road With John McCain"
"2008-01-07","1"," The Animated Life: Trigger Happy"
"2008-01-07","1"," Cable May Open Up Just a Bit"
"2008-01-07","1"," Yahoo's Quest to Open Up"
"2008-01-07","1"," Taser Toting, Without Missing a Beat"
"2008-01-07","1"," Intel C.E.O. on '08 Challenges"
"2008-01-07","1"," The iPod Economy and C.E.S."
"2008-01-07","1"," Bumpy Ride on McCain Press Bus"
"2008-01-07","1"," Microsoft Shows Off Interactive TV Features"
"2008-01-07","1"," No More New Things From Microsoft"
"2008-01-07","1"," Microsoft's New Hardware"
"2008-01-07","1"," Where Have You Gone, John McCain?"
"2008-01-07","1"," Open Caucus: N.H. Debate Reviews"
"2008-01-07","1"," Taking Stock of SPACs"
"2008-01-07","1"," But You Know, Apple Is Really Just One of Us"
"2008-01-07","1"," Has Measuring Risk Changed 'Forever?'"
"2008-01-07","1"," Credit Suisse Shares Fall Amid Write-Down Fears"
"2008-01-07","1"," An Intellectual Bent for New Start-Up"
"2008-01-07","1"," FairPoint and Verizon Edge Closer to Clinching Deal"
"2008-01-07","1"," For the Moment |  Business as Usual"
"2008-01-07","1"," Hedge Funds With Northern Rock Stakes Fight Takeover"
"2008-01-07","1"," Conspiracy and Democracy in Pakistan"
"2008-01-07","1"," Iowa Caucus Results Put Pressure on Black Leaders for Endorsements"
"2008-01-07","1"," Issue May Really Be How Far Players Will Go to Gain an Advantage"
"2008-01-07","1"," Poland Signals Doubts About Planned U.S. Missile-Defense Bases on Its Territory"
"2008-01-07","1"," Congo Opens Talks on Ending Fighting in Eastern Region"
"2008-01-07","1"," France Is Trying Free Museum Admission"
"2008-01-07","1"," Jamaican Music Is Missing"
"2008-01-07","1"," Ex-Harvard President Meets a Former Student, and Intellectual Sparks Fly"
"2008-01-07","1"," That Gilbert and Sullivan Maiden With Mission and Erudition"
"2008-01-07","1"," Retracing His Steps, McCain Is Feeling Rejuvenated"
"2008-01-07","1"," Where They're Advertising"
"2008-01-07","1"," TODAY IN BUSINESS"
"2008-01-08","0"," The McCain Ties That Bind"
"2008-01-08","0"," Countrywide Issues A Denial"
"2008-01-08","0"," John McCain Is a Friend of Mine"
"2008-01-08","0"," Citi Shakes Up Its Mortgage Business"
"2008-01-08","0"," The Healing Power of Dogs"
"2008-01-08","0"," The Rangers' Dog Days of January"
"2008-01-08","0"," John McCain’s New Hampshire Primary Speech"
"2008-01-08","0"," A FAST Deal for Microsoft Search"
"2008-01-08","0"," For the Moment |  A Semina Artist"
"2008-01-08","0"," Paulson Addresses Recession Worries"
"2008-01-08","0"," Krispy Kreme Reshuffling Prompts Sale Speculation"
"2008-01-08","0"," Did Blodget's CNet 'Bid' Open the Door to a Sale?"
"2008-01-08","0"," Microsoft to Buy Norway's Fast Search for $1.23 Billion"
"2008-01-08","0"," Murdoch Says Guten Tag to Premiere"
"2008-01-08","0"," Parasitic Butterflies Keep Options Open With Different Hosts"
"2008-01-08","0"," In Professor’s Model, Diversity = Productivity"
"2008-01-08","0"," Stocks Tumble on New Signs of Economic Woes"
"2008-01-08","0"," Corzine Proposes Huge Financial Move for N.J."
"2008-01-08","0"," Clinton Stuns Obama; McCain Wins"
"2008-01-08","0"," Lawsuit Dismissed"
"2008-01-08","0"," A Safety-Net Hospital Falls Into Financial Crisis"
"2008-01-08","0"," Mozilla Names New Chief, but Reaffirms Open-Source Commitment"
"2008-01-08","0"," Hong Kong Power Regulations Based in Part on Emissions"
"2008-01-08","0"," Canadian Emissions Market Recommended"
"2008-01-08","0"," Spitzer May Ask to Cap Property Tax Increases in Annual Speech to Legislature"
"2008-01-08","0"," Microsoft Forges Ties to Studios"
"2008-01-08","0"," Study Finds Vaccine Preservative Is Not Linked to Risks of Autism"
