"Date","Direction","Headline"
"2010-08-01","0"," Berkman's Rough Opening Weekend"
"2010-08-01","0"," Swiss Open Final Is Set"
"2010-08-01","0"," Fisher Leads Irish Open"
"2010-08-01","0"," Strasburg’s Replacement Catches Miss Iowa’s Pitch"
"2010-08-01","0"," Alabama Shrimping Opens Late and Starts Slow"
"2010-08-01","0"," Couples and Langer Set for Duel at Senior Open"
"2010-08-01","0"," Kiss This War Goodbye"
"2010-08-01","0"," A Richter Scale for Markets"
"2010-08-01","0"," After Stroke Scans, Patients Face Serious Health Risks"
"2010-08-01","0"," The Academic-Industrial Complex"
"2010-08-01","0"," Missouri to Vote on Health Law"
"2010-08-01","0"," Running Government as a Cash Business"
"2010-08-01","0"," When Family Ties Bind Business Relationships"
"2010-08-01","0"," Over-the-Top Open Houses"
"2010-08-01","0"," What Recession? Condo Prices That Held Up"
"2010-08-01","0"," A Semi-Secret Garden in Queens"
"2010-08-01","0"," Summer’s Stock: Angst"
"2010-08-01","0"," Download Free Itineraries From Lonely Planet Book"
"2010-08-01","0"," Paid Notice: Deaths  MCCLELLAN, LINDA LAWRENCE"
"2010-08-02","1"," Scott McNealy on Nonprofits and Bailouts"
"2010-08-02","1"," Russian Billionaires Battle Over Norilsk Nickel"
"2010-08-02","1"," Why Is Deflation Bad?"
"2010-08-02","1"," Why It Still Feels Like a Recession"
"2010-08-02","1"," A Video Look at the Week's Political Issues"
"2010-08-02","1"," The Financial Earthquake: Finding a New Economics in the Rubble"
"2010-08-02","1"," UV Risk After a Manicure"
"2010-08-02","1"," The Starwood American Express Card's Higher Annual Fee"
"2010-08-02","1"," Rubinstein on Private Equity's Image Issue"
"2010-08-02","1"," The Debate Over AdWords and S.E.O."
"2010-08-02","1"," Big-Money Deflationistas"
"2010-08-02","1"," MetLife Sets Stock and Debt Sale for Alico Deal"
"2010-08-02","1"," Rabobank Sours on Funds of Hedge Funds"
"2010-08-02","1"," German Minister Calls for Bailout Repayment"
"2010-08-02","1"," Funds Bullish on Natural Gas as Heat Wave Strikes"
"2010-08-02","1"," Credit Suisse Bolsters Prime Services Coverage"
"2010-08-02","1"," Activist Directors Drive Up Price for Genzyme"
"2010-08-02","1"," Europe Opens Broader Inquiry of Greek Airlines' Merger Plan"
"2010-08-02","1"," The Academic-Industrial Complex"
"2010-08-02","1"," A Richter Scale for Markets"
"2010-08-02","1"," Masoli to Play for Ole Miss"
"2010-08-02","1"," Cuba to Cut Workers and Relax Business Rules"
"2010-08-02","1"," How Can We Stop the Epidemic of Bullying?"
"2010-08-02","1"," A Benchmark of Progress, Electrical Grid Fails Iraqis"
"2010-08-02","1"," Appleby Achieves Milestone and Victory"
"2010-08-02","1"," Neighbors Press Goldman Sachs on Ferry Noise"
"2010-08-02","1"," Corona Light Sets Sights on a Younger Party Crowd"
