"Date","Direction","Headline"
"2012-11-01","1"," Today's Scuttlebot: Apple Rewrite, and Drones in the U.S."
"2012-11-01","1"," U.S. Colleges Extend Early Admission Deadlines"
"2012-11-01","1"," Hurricane Sandy Puts Big Dent in Auto Business"
"2012-11-01","1"," Restoration Hardware Prices I.P.O. at $24"
"2012-11-01","1"," Strong Quarterly Results for DreamWorks Animation, as Profit Rises 24%  "
"2012-11-01","1"," Martha Stewart Living Omnimedia to Lay Off Staff and Reduce Magazines"
"2012-11-01","1"," Living Theater's 'Home/sick' to Open With Storm Benefit"
"2012-11-01","1"," Nissan Unveils New Electronic Steering System"
"2012-11-01","1"," At American Express, Warnings About the 'Fiscal Cliff'"
"2012-11-01","1"," Netflix Says It Is Open to Icahn's 'Perspective'"
"2012-11-01","1"," Microsoft's Plan to Sell Answers"
"2012-11-01","1"," What Next for Netflix?"
"2012-11-01","1"," The Breakfast Meeting: The Marketing Uses of a Hurricane, and Apple's Aesthetic Battles"
"2012-11-01","1"," Daily Report: Apple Shake-Up May Lead to Design Shift"
"2012-11-01","1"," Some Businesses Choose Not to Grow"
"2012-11-01","1"," Amid Purity Questions, Drug Company Recalls Products"
"2012-11-01","1"," Drug-Sniffing Dogs Have Their Day in Court as Justices Hear 2 Arguments"
"2012-11-01","1"," Apple’s Nostalgic Design Style"
"2012-11-01","1"," Apple Shake-Up Could Lead to Design Shift"
"2012-11-01","1"," Sniffing Dogs and the Fourth Amendment"
"2012-11-01","1"," Libya Parliament Approves New Premier’s Cabinet"
"2012-11-01","1"," Mistake in a Pay-Per-Click Campaign Leaves a Business Puzzled"
"2012-11-01","1"," Animal-Themed Housewares"
"2012-11-01","1"," Shopping for Animal-Themed Housewares"
"2012-11-01","1"," Nets&#8217; Opener Against the Knicks in Brooklyn Is Postponed"
"2012-11-01","1"," For Builders, the Storm Is Good for Business"
"2012-11-01","1"," N.Y.S.E. Reopens Smoothly, Reassuring Global Investors"
"2012-11-02","0"," Politicians and Their Personal Finances"
"2012-11-02","0"," 'Wake Up Your Children. Open All the Windows.' The Dangers of Carbon Monoxide"
"2012-11-02","0"," Comparing Recessions and Recoveries"
"2012-11-02","0"," Karl Rove's Mission Accomplished"
"2012-11-02","0"," Part 4: Answers to Readers' Questions About Early Admissions"
"2012-11-02","0"," Obama Says Romney Is Being Dishonest About Auto Bailout"
"2012-11-02","0"," Martha Stewart Living Omnimedia Scales Back Food Magazine"
"2012-11-02","0"," Dree Hemingway in 'Starlet'"
"2012-11-02","0"," Nomura Faces Another Insider Trading Case"
"2012-11-02","0"," Assessing the Impact of Health Care Reform on New Businesses In Massachusetts"
"2012-11-02","0"," R.B.S. Expects Fine Over Libor Investigation"
"2012-11-02","0"," Revisiting the Heady Days of Dogtown"
"2012-11-02","0"," Amid Storm Recovery, Marathon Expo Opens Doors to Runners"
"2012-11-02","0"," Gasoline Runs Short, Adding Woes to Storm Recovery"
"2012-11-02","0"," Opener Delayed, Nets Go Through the Motions"
"2012-11-02","0"," Despite Battering, Most City Parks Will Reopen on Saturday"
"2012-11-02","0"," Westin Hotels Lend Gear So Travelers Can Exercise"
"2012-11-02","0"," Schools, Some Relocated, Will Reopen Monday"
"2012-11-02","0"," Greek Editor Not Guilty in Publishing Names With Swiss Accounts"
"2012-11-02","0"," Exxon and Shell Earnings, Hurt by Natural Gas, Are Helped by Refining"
"2012-11-02","0"," Amsterdam Shops Selling Marijuana to Stay Open"
"2012-11-03","0"," Nets Replay: Opening Night"
"2012-11-03","0"," Part 5: Answers to Readers' Questions About Early Admissions"
"2012-11-03","0"," Cellphone Users Steaming at Hit-or-Miss Service"
"2012-11-03","0"," Highlights and Analysis From College Football Saturday"
"2012-11-03","0"," Health Concerns for Russia's Alpha Dog"
"2012-11-03","0"," Soup Kitchens Caused the Great Depression"
"2012-11-03","0"," More Mormon Women Enroll as Missionaries"
"2012-11-03","0"," Red Bulls and D.C. United Swap Sites for 2 Playoff Games"
"2012-11-03","0"," Where Ferry Riders Met Subway, the Hudson and Debris Now Block the Way"
"2012-11-03","0"," For Some After the Storm, No Work Means No Pay"
"2012-11-03","0"," Cellphone Users Steaming at Hit-or-Miss Service"
"2012-11-03","0"," Nets Uncertain of What Delayed Home Opener Will Bring"
"2012-11-03","0"," Qualifier Janowicz Advances to Paris Semifinals"
"2012-11-03","0"," Cuomo Waives a Tax to Allow Docking Tankers to Unload Their Fuel More Quickly"
"2012-11-03","0"," The Label That’s Open to Interpretation"
"2012-11-03","0"," Chelsea Art Galleries Struggle to Restore and Reopen"
"2012-11-03","0"," U.N. Rights Official Faults China on Tibetan Suppression"
"2012-11-04","0"," NBC Peppered by Online Critics in Shuffle of Hosts "
"2012-11-04","0"," Betting Markets"
"2012-11-04","0"," Nets' Opener in Brooklyn Has Shades of Old and New"
"2012-11-04","0"," Erin McCaffrey, Geoffrey Rogow"
"2012-11-04","0"," Marissa Piropato, Stephan Rodiger"
"2012-11-04","0"," Molly Mandell and Moody McCarthy"
"2012-11-04","0"," Lindsey Bewley, Ryan McCann"
"2012-11-04","0"," Jacqueline Polce, David Stockel"
"2012-11-04","0"," Amid Staggering Figures, 9-0 Matters Most to Ducks"
"2012-11-04","0"," Sharp Passing in Opener May Bode Well for the Knicks"
"2012-11-04","0"," Businessmen as Presidents: A Historical Circle"
"2012-11-04","0"," Contenders Miss Out on Chance for Big Payday"
"2012-11-04","0"," The Big Game Doesn’t Mean the Only Game"
"2012-11-04","0"," A Dog Is Lost; Hope Is Found"
"2012-11-04","0"," No Nonsense, on Prices or Parking"
"2012-11-04","0"," Business-Class Parking"
"2012-11-04","0"," Inside La Casa"
"2012-11-04","0"," The 10.21.12 Issue"
"2012-11-05","1"," For Nest Thermostat, Gray Markets as Focus Group"
"2012-11-05","1"," Picholine Files for Bankruptcy"
"2012-11-05","1"," Today's Scuttlebot: Coca-Cola Hacking, and Class Photos"
"2012-11-05","1"," How Natural Gas Kept Some Spots Bright and Warm as Sandy Blasted New York City"
"2012-11-05","1"," Nike Nears Deal to Sell Cole Haan to Private Equity Firm"
"2012-11-05","1"," Apple's iPad Lineup Gets More Complex"
"2012-11-05","1"," Has Sandy Affected Your Small Business?"
"2012-11-05","1"," British Art World Figures Protest Possible Sale of a Henry Moore"
"2012-11-05","1"," Accounts and People of Note in Advertising"
"2012-11-05","1"," Apple Sells Three Million New iPads, Including Mini, in One Weekend"
"2012-11-05","1"," Business Day Live: A Daunting Search for Shelter"
"2012-11-05","1"," Netflix Adopts Poison Pill"
"2012-11-05","1"," In Combination of Services, Stifel Financial to Buy KBW for $575 Million"
"2012-11-05","1"," Week 9 Quick Hits: What Run Game Means to Roethlisberger"
"2012-11-05","1"," Monday Reading: The Risks of Buying on the Waterfront"
"2012-11-05","1"," This Week in Small Business: Good News for the Next President"
"2012-11-05","1"," Short on Gasoline and Running Low on Patience"
"2012-11-05","1"," Future Is in Limbo for the Damaged Buildings Close to the Water’s Edge"
"2012-11-05","1"," News From the Advertising Industry"
"2012-11-05","1"," As Scandal Flared, BBC’s Leaders Missed Red Flags"
"2012-11-05","1"," Increase Seen in U.S. Suicide Rate Since Recession"
"2012-11-05","1"," Syria’s Disparate Opposition Groups Open Talks on Forging United Political Front"
"2012-11-05","1"," In Their Words: Imagining the Next Inaugural Address"
"2012-11-06","1"," In a Recount, Ohio Law Could Mean Delays"
"2012-11-06","1"," What President Obama or President Romney Would Mean for the World"
"2012-11-06","1"," Pandora Opens a New Front in Its Royalty War"
"2012-11-06","1"," Financial Times Up for Sale, Report Says, but Pearson Says Not So Fast"
"2012-11-06","1"," 'Glengarry Glen Ross' Pushes Back Opening by a Month"
"2012-11-06","1"," One Low, Low Price for Sun and Sand"
"2012-11-06","1"," Netflix's Poison Pill Has a Shareholder-Friendly Flavor"
"2012-11-06","1"," Carnegie Hall to Reopen on Wednesday"
"2012-11-06","1"," AT&T Prices Nokia's New Lumia Phone at $100 — Again"
"2012-11-06","1"," Restructurings and the Impact of Credit-Default Swaps"
"2012-11-06","1"," Q&A: Animating Your Own GIF"
"2012-11-06","1"," British Art World Figures Protest Possible Sale of a Henry Moore"
"2012-11-06","1"," North Carolina: Army Opens Sex Crimes Hearing for General"
"2012-11-06","1"," Pennsylvania: Dogs Killed Boy Who Fell Into Zoo Exhibit"
"2012-11-06","1"," Bankruptcy for U.S. Suzuki Unit"
"2012-11-06","1"," N.B.A. Issues Pair of Flopping Warnings"
"2012-11-06","1"," Apple Patent Suit Is Dismissed"
"2012-11-06","1"," Hacking of Tax Records Has Put States on Guard"
"2012-11-06","1"," Polio: Eradication Efforts in Pakistan Put Focus on High-Risk Pashtun Community"
"2012-11-06","1"," Schools Reopen to Snarls; Transit Headaches Persist"
"2012-11-06","1"," South Sudan Expels a U.N. Rights Officer"
"2012-11-07","0"," China's 18th Congress | Human Rights"
"2012-11-07","0"," Hyundai's Fuel Economy Admission Leaves Some Car Owners Cold"
"2012-11-07","0"," Wall Street Stocks Slump in Wake of Obama's Win"
"2012-11-07","0"," Animal Catastrophe"
"2012-11-07","0"," Styled To a T | Kyle Tregurtha"
"2012-11-07","0"," Wednesday Reading: One Low, Low Price for Sun and Sand"
"2012-11-07","0"," The Joys (and Dangers) of Owning a Microbusiness"
"2012-11-07","0"," Gasoline Lines Are Unnecessary"
"2012-11-07","0"," Turnaround in Missouri as Incumbent Keeps Seat"
"2012-11-07","0"," Some Brooklyn Riders Are Left Behind in Revival of the Subway System"
"2012-11-07","0"," Massachusetts: House Panel Issues Subpoena in Meningitis Outbreak"
"2012-11-07","0"," Federer Defeats Tipsarevic in Opener at ATP Final"
"2012-11-07","0"," F.D.A. Clears a Pfizer Treatment for Rheumatoid Arthritis"
"2012-11-07","0"," Thomas K. McCraw, Historian Who Enlivened Economics, Dies at 72"
"2012-11-07","0"," France Announces Cut in Payroll Taxes for Businesses"
"2012-11-07","0"," Decline in Trading Volume Hurts Profit at NYSE Euronext"
"2012-11-07","0"," Ex-Swiss Banker Admits Aid to U.S. Tax Evaders"
"2012-11-07","0"," Facing Protests, China’s Business Investment Slows"
"2012-11-07","0"," Some Bars Offer a Taste of Papa’s Gin"
"2012-11-07","0"," China’s Security Ministry Suspected Slain Businessman Was a Spy"
"2012-11-07","0"," Assassination and Bombing Shake Syrian Capital as Envoys Issue Warnings"
"2012-11-07","0"," Gumbo’s Taste of Something Different"
"2012-11-08","0"," M.L.S. Commissioner Apologizes to Fans"
"2012-11-08","0"," A Second Chance on Human Rights"
"2012-11-08","0"," Meanwhile, Europe"
"2012-11-08","0"," Clinton Seeks Intelligence Help in War on Wildlife Traffickers"
"2012-11-08","0"," Priceline to Buy Kayak Software in $1.8 Billion Cash-Stock Deal"
"2012-11-08","0"," Turning Wood Chips into Gasoline"
"2012-11-08","0"," Bart Chilton: Financial Regulator, Poet"
"2012-11-08","0"," Bloomberg Imposes Odd-Even Gas Rationing"
"2012-11-08","0"," JPMorgan Cleared for $3 Billion Stock Buyback"
"2012-11-08","0"," Daily Report: Apple Shares Under Pressure"
"2012-11-08","0"," France and Belgium Provide Dexia Bailout"
"2012-11-08","0"," Gay Rights Done Right"
"2012-11-08","0"," Art, Not Storm or Election, Is Blamed for Anemic Sale at Christie’s"
"2012-11-08","0"," China: At Least 4 Tibetans Set Themselves on Fire in Protest"
"2012-11-08","0"," Argentina: Chevron’s Assets Are Frozen"
"2012-11-08","0"," After a Chaotic Election, City Leaders and Watchdogs Call for a System Overhaul"
"2012-11-08","0"," Attention Turns to the Distribution Network for Gasoline as Shortages Persist"
"2012-11-08","0"," Turkey Considers Deploying Missiles Near Syria"
"2012-11-08","0"," Product Questions and Threats of Higher Tax Hit Apple Shares"
"2012-11-08","0"," Michigan Voters Repeal a Financial Law"
"2012-11-08","0"," Anti-Obama Protest at Ole Miss Turns Unruly"
"2012-11-08","0"," Relocating Uptown, Scissors in Hand"
"2012-11-08","0"," Some Stores Struggle to Reopen"
"2012-11-08","0"," As Victories Pile Up, Gay Rights Advocates Cheer ‘Milestone Year’"
"2012-11-08","0"," Opening Meeting, China’s President Warns of Risks"
"2012-11-08","0"," Business Owners Tally the Storm Damage and Ponder Its Lessons"
"2012-11-08","0"," G.O.P. Factions Grapple Over Meaning of Loss"
"2012-11-08","0"," Europe’s Woes and Worries Over U.S. Plans Rattle Markets"
"2012-11-08","0"," Turkey May Deploy Patriot Missiles Near Syria"
"2012-11-09","1"," What Does Obama's Re-election Mean for a Debt Deal?"
"2012-11-09","1"," AT&T's Biggest Problems Aren't Emboldened Rivals, Chief Says"
"2012-11-09","1"," Book Review Podcast: Thomas Jefferson as Political Animal"
"2012-11-09","1"," Price Is Major Factor for Electric Vehicles, Study Says"
"2012-11-09","1"," Boehner's Opening Gambit"
"2012-11-09","1"," Science Panel Warns Spy Agencies Are in the Dark on Risks from Warming"
"2012-11-09","1"," The World on What Obama’s Second Term Will Mean"
"2012-11-09","1"," A 19th-Century Dividend at a 21st-Century Station"
"2012-11-09","1"," On Our Radar: Gasoline Rationing in New York"
"2012-11-09","1"," Daily Report: Shaking Up the Online Travel Industry, Priceline Agrees to Buy Kayak"
"2012-11-09","1"," A G.O.P Candidate With a Dog, but Not on a Car’s Roof"
"2012-11-09","1"," Consumer Price Inflation Slowed Last Month in China"
"2012-11-09","1"," Mayor Mandates Rationing of Gas to Ease Shortage"
"2012-11-09","1"," Voters Speak on Abortion Rights"
"2012-11-09","1"," Premium Food Items Help Results at Wendy&#8217;s"
"2012-11-09","1"," Sanofi Halves Price of Cancer Drug Zaltrap After Sloan-Kettering Rejection"
"2012-11-09","1"," Missteps by Rebels Erode Their Support Among Syrians"
"2012-11-09","1"," For Romney, All His Career Options Are Still Open. Except One."
"2012-11-09","1"," Nnenna Okore: ‘Transfiguration’"
"2012-11-09","1"," Europe Intensifies Chinese Solar Panel Investigation"
"2012-11-09","1"," Sweet Potato and Apple Kugel"
"2012-11-10","0"," Apple Settles Patent Suit With HTC"
"2012-11-10","0"," One Neighborhood, Unimaginable Loss"
"2012-11-10","0"," Highlights and Analysis From College Football Saturday"
"2012-11-10","0"," Christian Right Failed to Sway Voters on Issues"
"2012-11-10","0"," Weighing Dangers of Cold Classrooms Against Risks of Missing Class"
"2012-11-10","0"," Djokovic and Murray Advance to Semifinals"
"2012-11-10","0"," Baylor Women Open Season With 41st Straight Win"
"2012-11-10","0"," Pictures From the Week in Business"
"2012-11-10","0"," The Fiscal Cliff Opener"
"2012-11-10","0"," Many Chinese Intellectuals Are Silent Amid a Wave of Tibetan Self-Immolations"
"2012-11-10","0"," Russian Reporter’s Murder Was Meant as a Message, Investigator Says"
"2012-11-10","0"," Manila Hospital, No Stranger to Stork, Awaits Reproductive Health Bill’s Fate"
"2012-11-11","0"," When Sex Is a Family Business"
"2012-11-11","0"," Melissa Oliver, Jake Kohlman"
"2012-11-11","0"," Anthony McCormac, Jeffery Cook"
"2012-11-11","0"," Amid Calls to Open China’s Politics, Party Digs In"
"2012-11-11","0"," Bjorn Leads Singapore Open by One Stroke"
"2012-11-11","0"," In Sports or Business, Always Prepare for the Next Play"
"2012-11-11","0"," Sandy Slapped Bond Issuers, Too"
"2012-11-11","0"," Living Through Animated Millenniums"
"2012-11-11","0"," Muddy Business"
"2012-11-11","0"," The 10.28.12 Issue"
"2012-11-12","0"," Trial to Open in $68 Million Insider Trading Case"
"2012-11-12","0"," The Leader of Windows Exits Microsoft"
"2012-11-12","0"," Hearing Highlights Issues in Afghanistan"
"2012-11-12","0"," Lakers Chaos, N.F.L. Concussions: Business as Usual"
"2012-11-12","0"," Gaudi’s Casa Mila Gets Reprieve"
"2012-11-12","0"," Pop-Up Stores to Offer Beatles' Vinyl Reissues"
"2012-11-12","0"," African Science Academies Miss a Big Factor in Climate Statement"
"2012-11-12","0"," A New Coronation for the King of the Elephants"
"2012-11-12","0"," Putin vs. the European Competition Commission"
"2012-11-12","0"," Gas Rationing in New Jersey to End Tuesday"
"2012-11-12","0"," Accounts and People of Note in Advertising"
"2012-11-12","0"," An Election Probably Shouldn't Change Your Financial Plan"
"2012-11-12","0"," Voting for U.N. Rights Council Puts Focus on Records of Panel's Member States"
"2012-11-12","0"," HSBC's Multiplying Legal Issues"
"2012-11-12","0"," The Comedy Polls Are Open Late"
"2012-11-12","0"," Will Higher Taxes Affect Small Businesses? You Tell Us"
"2012-11-12","0"," Tarell Alvin McCraney to Adapt and Direct 'Antony and Cleopatra'"
"2012-11-12","0"," On Our Radar: Europeans Suspend Airline Emissions Rule"
"2012-11-12","0"," Apple Maps Find Appalachia in Manhattan"
"2012-11-12","0"," Really? Cold Weather Raises the Risk of Heart Attack"
"2012-11-12","0"," Gaudi's Casa Mila Gets Reprieve"
"2012-11-12","0"," Daily Report: After Apple-HTC Settlement, Other Patent Fights Linger"
"2012-11-12","0"," Using Agents on Quests for Admissions Abroad"
"2012-11-12","0"," This Week in Small Business: Now What?"
"2012-11-12","0"," Finally, a Place in Brazil Where Dogs Can Go for Discreet Sex"
"2012-11-12","0"," Double Agent, Turning 90, Says, ‘I Am a Happy Person’"
"2012-11-12","0"," Contract Issues Emerge as Final Hurdle in N.H.L. Talks"
"2012-11-12","0"," As Apple&#8217;s Battle With HTC Ends, Smartphone Patent Fights Continue"
"2012-11-12","0"," Officers ‘Risked Their Lives’ Making Rescues on Staten Island, Police Say"
"2012-11-12","0"," News From the Advertising Industry"
"2012-11-12","0"," Business Chiefs Step Gingerly Into a Thorny Budget Fight"
"2012-11-12","0"," Nets Need Big Man With Soft Touch to Be Meaner"
"2012-11-12","0"," In Reversal of Earlier Quarters, Data Suggest Japan Is Near Recession"
"2012-11-12","0"," Interests Crisscross in Homespun Art"
"2012-11-12","0"," Euro Zone Finance Ministers to Wrestle With Greek Debt"
"2012-11-13","0"," Avoiding Photo Ops With Cambodia's Strongman"
"2012-11-13","0"," Defense Opens Insider Trading Case With Attack on Witnesses"
"2012-11-13","0"," Possible Score for Syrian Rebels: Pictures Show Advanced Missile Systems"
"2012-11-13","0"," Atlantic City: Open for Business After the Storm"
"2012-11-13","0"," Today's Scuttlebot: Dell's Apple Ad, and Analyzing Groupon"
"2012-11-13","0"," Battery Tunnel Partly Reopens to Motorists"
"2012-11-13","0"," Union Square Market to Reopen This Week"
"2012-11-13","0"," Money Market Pioneer Cleared of Fraud"
"2012-11-13","0"," Regulator to Press for Financial Response Team for Disasters"
"2012-11-13","0"," The Burden of Proof in Conspiracy"
"2012-11-13","0"," Incredible Prices for Cancer Drugs"
"2012-11-13","0"," 76ers’ Bynum to Miss 5 More Weeks"
"2012-11-13","0"," Syria: Parents of Missing Journalist Appeal for Help"
"2012-11-13","0"," Starry Arias and a Duet With Chemistry"
"2012-11-13","0"," Academic ‘Dream Team’ Helped Obama’s Effort"
"2012-11-13","0"," ‘Social Risk’ Test Ordered by China for Big Projects"
"2012-11-13","0"," Case Asks When New Evidence Means a New Trial"
"2012-11-13","0"," E.U. Postpones Charges for Airline Emissions"
"2012-11-13","0"," U.S. Markets Fidget, Fret and Go Nowhere"
"2012-11-13","0"," Shell Bets on a Colossal Floating Liquefied Natural Gas Factory Off Australia"
"2012-11-14","0"," Is the Voting Rights Act Doomed?"
"2012-11-14","0"," TimesCast Politics: Analysis of President Obama's Press Conference"
"2012-11-14","0"," Analysis of Obama’s News Conference"
"2012-11-14","0"," TimesCast  Media + Tech: Parallels in Departures at Microsoft and Apple"
"2012-11-14","0"," Parallel Exits at Microsoft and Apple"
"2012-11-14","0"," Spotify Attracts Investments From Coca-Cola and Fidelity"
"2012-11-14","0"," House Report Says Corzine's Risky Bets Aided MF Global's Fall"
"2012-11-14","0"," There's a Great Way Big Businesses Could Help Small Businesses"
"2012-11-14","0"," Nets Owner to Buy Russia's Renaissance Capital"
"2012-11-14","0"," Improvisational Motion Can Lead to Cuddling"
"2012-11-14","0"," Chinese Authorities Pressure Businesses to Censor the Web"
"2012-11-14","0"," Phil Simms, Eli Manning and the Meaning of Elite"
"2012-11-14","0"," For Business Owners, the Health Care Details Begin to Emerge"
