"Date","Direction","Headline"
"2011-01-01","0"," Inauguration Day in Albany"
"2011-01-01","0"," Governor Cuomo's Inaugural Address"
"2011-01-01","0"," The Early Word: a New Year, and New Issues"
"2011-01-01","0"," Pre-Inauguration Jitters for a High School Choir"
"2011-01-01","0"," What a Property Tax Cap Would Do"
"2011-01-01","0"," Missing Pieces Temper Knicks’ Resurgence"
"2011-01-01","0"," Missing the A Train, and Taking Not-the-Quickest Way"
"2011-01-01","0"," Reminder for 2011: No Such Thing as Routine Chores"
"2011-01-01","0"," Career Shift Often Means Drop in Living Standards"
"2011-01-01","0"," Global Stock Markets Fight to Return From Recession"
"2011-01-01","0"," 4th-Quarter Rally Lifts Hedge Fund To Robust Gains"
"2011-01-02","0"," Paperback Business Best Sellers"
"2011-01-02","0"," Hardcover Business Best Sellers"
"2011-01-02","0"," Live Analysis: Giants 17, Redskins 14, Final"
"2011-01-02","0"," Marquette Wins Opener in Big East Play"
"2011-01-02","0"," Dakar Rally Opens in South America"
"2011-01-02","0"," Full Text of Cuomo’s Inauguration Speech"
"2011-01-02","0"," Arnold Weiss Dies at 86; Helped to Find Hitler’s Will"
"2011-01-02","0"," Letters: Stimulus, at What Price?"
"2011-01-02","0"," From Turmoil, Revis Learns to Take Care of Business"
"2011-01-02","0"," The New Speed of Money, Reshaping Markets"
"2011-01-02","0"," Cuomo Promises Emergency Plan on Finance Woes"
"2011-01-02","0"," Belarus Ejects European Watchdog Agency"
"2011-01-02","0"," Manhattan Status Symbols: Washers and Dryers"
"2011-01-02","0"," Cuba’s Soap Subsidy Goes Down the Drain"
"2011-01-02","0"," The Intellectual at Play in the Wider World"
"2011-01-02","0"," And the Nominees Should Be..."
"2011-01-02","0"," Emily Bosk, Ethan Schoolman"
"2011-01-02","0"," Paid Notice: Deaths  APPLETON, DAVID MCLEAN"
"2011-01-03","1"," Apple Mobile Operating System Still Tops Google Android"
"2011-01-03","1"," After Apple Says Otherwise, iPhone Alarm Still Remains Silent"
"2011-01-03","1"," Putting a Price Tag on Facebook"
"2011-01-03","1"," Putting a Price Tag on Facebook"
"2011-01-03","1"," Longreads: A Digital Renaissance for the Long-form?"
"2011-01-03","1"," Valuing Ally Financial"
"2011-01-03","1"," This Week in Small Business: Resolving to Be Optimistic"
"2011-01-03","1"," Apple Will Shine in 2011, if Not as Blindingly"
"2011-01-03","1"," Canada Gains Semifinals"
"2011-01-03","1"," Feeling Powerful and Taking Risks"
"2011-01-03","1"," The Unborn Paradox"
"2011-01-03","1"," Nashville Music Hall Reopens After Flood"
"2011-01-03","1"," Paid Notice: Deaths  PRICE, PEARL"
"2011-01-04","1"," Two Tied for Lead of Reggio Emilia Chess Tournament"
"2011-01-04","1"," Cuomo Picks 'Open Space' Advocate for Environment Chief"
"2011-01-04","1"," Wine Sales to Benefit (Product) Red AIDS Fight"
"2011-01-04","1"," Consumer Watchdog Strikes Deal to Police Lenders"
"2011-01-04","1"," As Convertible Tops Drop, Risk of Hearing Loss Rises"
"2011-01-04","1"," For Many Players the New Year Means a New Jersey"
