"Date","Direction","Headline"
"2012-04-01","0"," Apple's Chief Puts His Stamp on Labor Issues"
"2012-04-01","0"," Exotic Animal Amnesty Day"
"2012-04-01","0"," Billion Price Update"
"2012-04-01","0"," Santana Will Start for Mets on Opening Day "
"2012-04-01","0"," Opening Day? Meh."
"2012-04-01","0"," Emily Blout and Michael Signer"
"2012-04-01","0"," Margaret Weiss and Joseph Maloney"
"2012-04-01","0"," Shushannah Walshe and Ari Yasgur"
"2012-04-01","0"," Emily Siguler, Langdon Mitchell"
"2012-04-01","0"," Missing Ultramarathoner Found Dead in New Mexico"
"2012-04-01","0"," The Nourse Auditorium"
"2012-04-01","0"," No One Else for Animals, So Retirement Must Wait"
"2012-04-01","0"," As Mayor Cultivates New Business, Treatment of Backer Is Questioned"
"2012-04-01","0"," Canadian Wins Figure Skating Title"
"2012-04-01","0"," Finance Ministers Clear Way for Credit Rating Competition in Europe"
"2012-04-01","0"," In Haiti, Global Failures on a Cholera Epidemic"
"2012-04-01","0"," Santana Sets His Sights on Opening Day Start"
"2012-04-01","0"," Alchemists Needed for Mets’ Golden Anniversary"
"2012-04-01","0"," Industry in India Helps Open a Door to the World"
"2012-04-01","0"," How to Prevent a Financial Overdose"
"2012-04-01","0"," United Arab Emirates Shutters U.S.-Backed Group"
"2012-04-01","0"," Tiger and the Stock Market, Together Again"
"2012-04-01","0"," Why Gas Prices Are Out of Any President’s Control"
"2012-04-01","0"," Art Makes a Statement for Business, Too"
"2012-04-01","0"," Meet the New Lefty Dreamboat"
"2012-04-01","0"," Flooding Risk Rises Statewide"
"2012-04-01","0"," Into the Wild With a Dog at Your Side"
"2012-04-01","0"," Honey With Red-Pepper Flakes"
"2012-04-01","0"," Opening For Augusta"
"2012-04-01","0"," REMIX: Styled to a T"
"2012-04-01","0"," Paid Notice: Deaths  WEISS, MIROSLAVA"
"2012-04-01","0"," REMIX: Styled to a T"
"2012-04-01","0"," Feminine Mystique"
"2012-04-02","1"," Sampling the Easter Markets of Prague "
"2012-04-02","1"," Gunman Opens Fire at University in Oakland"
"2012-04-02","1"," U.S. Appeals Court Upholds Affirmative Action Ban in California"
"2012-04-02","1"," Vocal Responses on the Issue of Grunting"
"2012-04-02","1"," TimesCast | From Dissident to Lawmaker"
"2012-04-02","1"," Why I Left Goldman Sachs (Part II)"
"2012-04-02","1"," Business Day Live: Visa's Data Breach"
