"Date","Direction","Headline"
"2009-01-01","0"," Cotton Bowl: Mississippi (8-4) vs. Texas Tech (11-1)"
"2009-01-01","0"," Fabled Hawaii estate hits market priced at $80 million"
"2009-01-01","0"," The Inaugural Poet, Adorned"
"2009-01-01","0"," The Apple Mactini"
"2009-01-01","0"," Montana: Natural Gas Wells"
"2009-01-01","0"," Fitch May Cut Ratings of 2 Chemical Companies"
"2009-01-01","0"," GMAC Raises $21.2 Billion in Debt Swap"
"2009-01-01","0"," A Useful Accessory for Your Apple Device if You Suspect You’ve Had Too Much of the Grape"
"2009-01-01","0"," Young Sontag: Intellectual in Training"
"2009-01-01","0"," Markets Limp Into 2009 After a Bruising Year"
"2009-01-01","0"," Iraq to Open More Oil Fields to Bidding"
"2009-01-01","0"," Oil Prices Rise on Inventory Report"
"2009-01-01","0"," Chinese Court Convicts 11 in Microsoft Piracy Case"
"2009-01-02","1"," Picasso, Matisse Works Stolen in Berlin"
"2009-01-02","1"," Education Recession"
"2009-01-02","1"," Fisher-Price Camera Packs a PC Virus"
"2009-01-02","1"," Red Lentil and Bulgur Kufteh"
"2009-01-02","1"," That Other Dog Movie"
"2009-01-02","1"," Semifinals Set in Abu Dhabi"
"2009-01-02","1"," Chargers Miss 2nd Straight Practice"
"2009-01-02","1"," Maryland: Police Commissioner Gives Chase"
"2009-01-02","1"," Oil Prices Begin the New Year by Slipping 4%"
"2009-01-02","1"," Switzerland: Credit Suisse to Sell Stake"
"2009-01-02","1"," As Recession Deepens, So Does Milk Surplus"
"2009-01-02","1"," LyondellBasell May Seek Chapter 11 Bankruptcy Protection"
"2009-01-02","1"," Nautical Pack Rat and Sea Dog in Chief"
"2009-01-02","1"," Catskill Home Prices: How Low Will They Go?"
"2009-01-02","1"," TODAY IN BUSINESS"
"2009-01-02","1"," Femi Kuti"
"2009-01-03","0"," What Does Utah's Victory Mean?"
"2009-01-03","0"," Yanks Feature in Transfer Market Speculation"
"2009-01-03","0"," Gauging Risk to Paterson in Defying Conventional Wisdom"
"2009-01-03","0"," Mississippi Gives the SEC Temporary Bragging Rights"
"2009-01-03","0"," Two Units of ETrade Financial Fined $1 Million"
"2009-01-03","0"," Drugstores, Too, Feel Recession Pain"
"2009-01-03","0"," China: Dissident Said to Be Held for Trial"
"2009-01-03","0"," Rueben Randle, Prospect at Receiver, Has Open Future"
"2009-01-03","0"," Humiliation for Sale, at New Low Prices"
"2009-01-03","0"," Oil Opens the Year by Moving Higher"
"2009-01-03","0"," A Potential Chemistry Experiment in Boston"
"2009-01-03","0"," Inauguration Is Family Affair for Residents of the Capital"
"2009-01-03","0"," Saving for College Amid the Financial Turmoil"
"2009-01-03","0"," Stocks Rally to Start Year; Will January Be an Omen?"
"2009-01-03","0"," Pakistan Briefly Reopens Key NATO Supply Route"
"2009-01-03","0"," Missing Surgeons, Financial Worries and Safer Cigarettes"
"2009-01-03","0"," GMAC and G.M. Alter Finance Agreement"
"2009-01-03","0"," Inauguration Is Family Affair For Residents Of the Capital"
"2009-01-03","0"," Paid Notice: Deaths  STRAUSS, JANET MCCLOSKEY ROBBINS"
"2009-01-04","0"," Paving the Way to the Inaugural Ball"
"2009-01-04","0"," Hoyer Says Don't Expect Stimulus Package Soon"
"2009-01-04","0"," Prize Deflation"
"2009-01-04","0"," Players Learn to Be Flexible in Choosing Their Openings"
"2009-01-04","0"," Recession, Taxes and Mr. Obama"
"2009-01-04","0"," Kennedy Was Spared Financial Disclosure as a Top Aide at City Schools"
"2009-01-04","0"," How to Repair a Broken Financial World"
"2009-01-04","0"," The End of the Financial World as We Know It"
"2009-01-04","0"," Florida’s Dan Mullen Prepares to Take Over at Mississippi State"
"2009-01-04","0"," A Recession May Be a Time to Go Back to School"
"2009-01-04","0"," Correction: Welcome to the Family Business?"
"2009-01-04","0"," Innovation Should Mean More Jobs, Not Less"
"2009-01-04","0"," For the Blind, Technology Does What a Guide Dog Can’t"
"2009-01-04","0"," Design Loves a Depression"
"2009-01-04","0"," The New Meaning of an Old Battle"
"2009-01-04","0"," An Italian Red, a Juicy Price"
"2009-01-04","0"," Beauty Care’s Swiss Army Knives"
"2009-01-04","0"," Coal in Your Stocking? Fuel Up the Cadillac!"
"2009-01-04","0"," Left in Limbo as Dealers Fail"
"2009-01-04","0"," Risk Mismanagement"
"2009-01-04","0"," Kitchen Chemistry for Middle Schoolers"
"2009-01-04","0"," Charge It: Solar Panels on a Purse"
"2009-01-04","0"," Four Stakes in the Heart of Intelligent Design"
"2009-01-04","0"," Paid Notice: Deaths  STRAUSS, JANET MCCLOSKEY ROBBINS"
"2009-01-04","0"," Paving the Way To the Inaugural Ball"
"2009-01-05","0"," Fringe Festival Copes With Financial Crunch"
"2009-01-05","0"," Bloggingheads: Grim Inauguration?"
"2009-01-05","0"," Gearing Up for Mobile Video on Inauguration Day"
"2009-01-05","0"," Study Links Binge Drinking and Sexual Risk for Gays"
"2009-01-05","0"," NuCO 2 Acquires nexAir's Bulk Drink Carbonation Business"
"2009-01-05","0"," Faith-based macroeconomics"
"2009-01-05","0"," The End of the Financial World as We Know It"
"2009-01-05","0"," Language Watchdog Is Fed Up With 'Green'"
"2009-01-05","0"," Wall Street's Era of Risk Mismanagement"
"2009-01-05","0"," Pfizer Said to Be on the Lookout for Takeover Targets"
"2009-01-05","0"," Simons Said to Waive Fees for Renaissance Fund"
"2009-01-05","0"," Obama Takeover Augurs Financial Regulator Shakeup"
"2009-01-05","0"," Ask About New York's Dog-Scooping Law"
"2009-01-05","0"," Global Markets Move Higher"
"2009-01-05","0"," Asian Markets Gain"
"2009-01-05","0"," LyondellBasell May Seek Chapter 11 Bankruptcy Protection"
"2009-01-05","0"," GMAC and G.M. Alter Finance Agreement"
"2009-01-05","0"," Welcome to 'Inaugural Hell'"
"2009-01-05","0"," When You Want Your Dog to Live Forever"
"2009-01-05","0"," Bull Riders Wait All Day for a Few Seconds of Fury"
"2009-01-05","0"," Fighting Off Depression"
"2009-01-05","0"," Google Hopes to Open a Trove of Little-Seen Books"
"2009-01-05","0"," For Privacy’s Sake, Taking Risks to End Pregnancy"
"2009-01-05","0"," Europe Sends Two Missions to Promote a Cease-Fire"
"2009-01-05","0"," Reopening a Pianist’s Treasury of Chopin"
"2009-01-05","0"," From a Holiday Tournament, Two Points for the Price of One"
"2009-01-05","0"," TODAY IN BUSINESS"
"2009-01-05","0"," Erin McCarley"
"2009-01-05","0"," For Privacy's Sake, Risking Do-It-Yourself Abortion"
"2009-01-06","1"," Calculate Your Financial Comeback"
"2009-01-06","1"," Networks Plan Exhaustive Inauguration Coverage"
"2009-01-06","1"," HBO to Televise Inaugural Opener"
"2009-01-06","1"," A Retransmission Fee in Disguise?"
"2009-01-06","1"," 111th Congress Opens"
"2009-01-06","1"," B.C.S. Title Game: A Reconnaissance Visit Between Old Friends"
"2009-01-06","1"," Lyondell Files for Bankruptcy"
"2009-01-06","1"," Analysis of the Gaza Conflict"
"2009-01-06","1"," Ticket Prices for Divisional Round Games"
"2009-01-06","1"," Republican Senator Blasts Nominee for Attorney General"
"2009-01-06","1"," The Shoplifting Dog"
"2009-01-06","1"," When Sex Is Academic"
"2009-01-06","1"," B.C.S. Title Game: Toledo's Beckman Is a Double Agent"
"2009-01-06","1"," What Unfettered Free Markets?"
"2009-01-06","1"," A Business Forced to Shrink May Be Stronger"
"2009-01-06","1"," Macworld Live Blog: Apple to Lift Copy Limits on iTunes Music"
"2009-01-06","1"," How Intelligent a Choice?"
"2009-01-06","1"," The Early Word: 111th Congress Opens"
"2009-01-06","1"," Lords of Finance"
"2009-01-06","1"," Can Businesses Do Well and Do Good?"
"2009-01-06","1"," Merrill Brokerage Chief McCann to Leave"
"2009-01-06","1"," Markets Decline as Auto Sales Plummet"
"2009-01-06","1"," Colt McCoy Helps to Rally the Longhorns Past the Buckeyes"
"2009-01-06","1"," Mind Your Own Business"
"2009-01-06","1"," Of Bees and Caterpillars (1 Letter)"
"2009-01-06","1"," Orbiter, Finishing a Mission, Offers a Peek at Mars’ Wrinkles"
"2009-01-06","1"," Obama’s Inauguration Fund-Raising Tops $24 Million"
"2009-01-06","1"," As Prices Rise, Some See $2 Gas"
"2009-01-06","1"," More Isn’t Always Better in Coronary Care"
"2009-01-06","1"," Fringe Festival Contends With Financial Crunch"
"2009-01-06","1"," Animal Cruelty Law Tests Free Speech"
"2009-01-06","1"," Apple’s Jobs Explains His Weight Loss"
"2009-01-06","1"," Markets Decline as Auto Sales Plummet"
"2009-01-06","1"," Bradley and Burrell Are Off the Free-Agent Market"
"2009-01-06","1"," TODAY IN BUSINESS"
"2009-01-07","0"," Microsoft Buys Search Distribution"
"2009-01-07","0"," Microsoft C.E.O. Steve Ballmer: Windows Is Still Relevant"
"2009-01-07","0"," Bailouts Gone Wild! Porn Chiefs Seek $5 Billion"
"2009-01-07","0"," Lotto Lessons for Homeowner Bailouts"
"2009-01-07","0"," The Minimalist and the Naked Chef"
"2009-01-07","0"," Bill Clinton Asks for Money for Obama Inauguration"
"2009-01-07","0"," When 'I Do' Is Accompanied by iPod"
